epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_duration_sec,checkpoint_count,checkpoint_time_sec,checkpoint_size_mb
0,0.6887630224227905,56.25,0.7450515031814575,42.5,25.253196001052856,1,2.402733325958252,46.357940673828125
1,0.614036500453949,66.875,0.7567296624183655,53.75,24.388239860534668,1,2.5805959701538086,46.357940673828125
2,0.5560815334320068,73.75,0.7369908094406128,65.0,20.111661672592163,1,2.1460556983947754,46.357940673828125
3,0.49575600028038025,77.1875,0.7559248208999634,61.25,23.86409902572632,0,0.0,0.0
4,0.4259972870349884,80.625,0.7969361543655396,58.75,20.33820629119873,1,2.156982421875,46.357940673828125
5,0.4314647614955902,78.4375,0.7501136064529419,72.5,20.187018394470215,1,2.1831085681915283,46.357940673828125
6,0.4018458127975464,80.9375,0.7888110876083374,71.25,20.735285758972168,0,0.0,0.0
7,0.3897969722747803,81.5625,0.7721700668334961,70.0,20.36152219772339,0,0.0,0.0
8,0.37065792083740234,82.1875,0.7641308903694153,70.0,20.43623948097229,0,0.0,0.0
9,0.36365997791290283,83.75,0.8041236996650696,71.25,20.344903230667114,1,0.5839018821716309,46.35889911651611
10,0.31933891773223877,84.375,0.8216368556022644,72.5,21.82930898666382,0,0.0,0.0
11,0.33787262439727783,83.4375,0.8469008207321167,73.75,20.311348915100098,1,0.6183929443359375,46.35889911651611
12,0.3270478844642639,84.6875,0.8367760181427002,73.75,21.97655725479126,0,0.0,0.0
13,0.3152994215488434,84.6875,0.8706128597259521,71.25,20.368268489837646,0,0.0,0.0
14,0.2720757722854614,86.25,0.8971112370491028,72.5,20.366944551467896,1,2.136263370513916,46.35889911651611
15,0.28947898745536804,86.875,0.8682304620742798,70.0,23.88874363899231,0,0.0,0.0
16,0.26874810457229614,88.4375,0.9001106023788452,71.25,22.1379497051239,0,0.0,0.0
17,0.25040215253829956,88.125,0.9252793788909912,70.0,22.04356813430786,0,0.0,0.0
18,0.2668749690055847,89.6875,0.9087249040603638,70.0,26.087636470794678,0,0.0,0.0
19,0.2583925426006317,88.125,0.8697764873504639,71.25,22.78934955596924,1,0.6487483978271484,46.35889911651611
