epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_duration_sec,checkpoint_count,checkpoint_time_sec,checkpoint_size_mb
0,0.6887867450714111,55.9375,0.7454053163528442,42.5,38.843971252441406,1,0.6033060550689697,46.36621856689453
1,0.6140431761741638,66.875,0.7569981217384338,53.75,42.886619091033936,1,0.584052324295044,46.36621856689453
2,0.5561398267745972,73.75,0.737470269203186,65.0,28.983011484146118,1,0.6302263736724854,46.36621856689453
3,0.49575310945510864,77.1875,0.7571731805801392,61.25,21.86581254005432,0,0.0,0.0
4,0.4261375665664673,80.625,0.7981795072555542,58.75,20.294206142425537,0,0.0,0.0
5,0.43154144287109375,78.75,0.7508416771888733,72.5,20.335967302322388,1,0.6176831722259521,46.36621856689453
6,0.40181994438171387,80.9375,0.7903125286102295,71.25,21.979662895202637,0,0.0,0.0
7,0.38978880643844604,81.5625,0.7730953693389893,70.0,20.44951629638672,0,0.0,0.0
8,0.3705946207046509,82.1875,0.7651462554931641,70.0,20.49832797050476,0,0.0,0.0
9,0.36374717950820923,83.75,0.8046033382415771,71.25,20.43389320373535,0,0.0,0.0
10,0.31928884983062744,84.375,0.822446882724762,72.5,20.47732710838318,0,0.0,0.0
11,0.3378227651119232,83.125,0.8485159873962402,73.75,20.480233669281006,1,0.5882306098937988,46.36621856689453
12,0.3269108235836029,84.6875,0.8382781147956848,73.75,22.20527219772339,0,0.0,0.0
13,0.315382182598114,84.6875,0.8718103170394897,71.25,25.5515615940094,0,0.0,0.0
14,0.27191808819770813,86.25,0.8985206484794617,72.5,24.975321531295776,0,0.0,0.0
15,0.28930652141571045,86.875,0.8699238300323486,70.0,22.7603018283844,0,0.0,0.0
16,0.26870882511138916,88.4375,0.9013776779174805,71.25,20.449856996536255,0,0.0,0.0
17,0.2502598762512207,88.125,0.9265875816345215,70.0,20.48471736907959,0,0.0,0.0
18,0.2669166326522827,89.6875,0.9100771546363831,70.0,20.42916488647461,0,0.0,0.0
19,0.2581227421760559,88.125,0.8711758852005005,71.25,20.490406274795532,0,0.0,0.0
